2023-06-17 19:11:35,Thursday,681
2023-06-17 19:11:35,Thursday,701
2023-06-17 19:11:35,Thursday,701
2023-06-17 19:11:35,Thursday,751
2023-06-17 19:11:35,Thursday,751
2023-06-17 19:11:35,Thursday,812
2023-06-17 19:11:35,Thursday,838
2023-06-17 19:11:35,Thursday,880
2023-06-17 19:11:35,Thursday,921
2023-06-17 19:11:35,Thursday,926
2023-06-17 19:11:35,Thursday,926
2023-06-17 19:11:35,Thursday,926
2023-06-17 19:11:35,Thursday,926
2023-06-17 19:11:35,Thursday,949
2023-06-17 19:11:35,Thursday,951
2023-06-17 19:11:35,Thursday,976
2023-06-17 19:11:35,Thursday,992
2023-06-17 19:11:42,Friday,551
2023-06-17 19:11:42,Friday,551
2023-06-17 19:11:42,Friday,613
2023-06-17 19:11:42,Friday,626
2023-06-17 19:11:42,Friday,641
2023-06-17 19:11:42,Friday,751
2023-06-17 19:11:42,Friday,801
2023-06-17 19:11:42,Friday,821
2023-06-17 19:11:42,Friday,826
2023-06-17 19:11:42,Friday,836
2023-06-17 19:11:42,Friday,838
2023-06-17 19:11:42,Friday,851
2023-06-17 19:11:42,Friday,851
2023-06-17 19:11:42,Friday,926
2023-06-17 19:11:42,Friday,926
2023-06-17 19:11:42,Friday,975
2023-06-17 19:11:49,Saturday,726
2023-06-17 19:11:49,Saturday,733
2023-06-17 19:11:49,Saturday,738
2023-06-17 19:11:49,Saturday,744
2023-06-17 19:11:49,Saturday,751
2023-06-17 19:11:49,Saturday,751
2023-06-17 19:11:49,Saturday,846
2023-06-17 19:11:49,Saturday,846
2023-06-17 19:11:49,Saturday,846
2023-06-17 19:11:49,Saturday,851
2023-06-17 19:11:49,Saturday,901
2023-06-17 19:11:56,Sunday,611
2023-06-17 19:11:56,Sunday,651
2023-06-17 19:11:56,Sunday,676
2023-06-17 19:11:56,Sunday,676
2023-06-17 19:11:56,Sunday,697
2023-06-17 19:11:56,Sunday,701
2023-06-17 19:11:56,Sunday,751
2023-06-17 19:11:56,Sunday,751
2023-06-17 19:11:56,Sunday,844
2023-06-17 19:11:56,Sunday,951
